Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
030-0055,LUSTRE POLVO DOURADO 6 BRAÇOS,LUSTRES,NA,Loja,Area da Entrada,1,0,0
030-0056,LUSTRE POLVO DOURADO 18 BRAÇOS,LUSTRES,NA,Maison Blue,Maison Blue,0,0,0
030-0057,LUSTRE PRATA 4 NÍVEIS QUADRADO (GRANDE) DEPÓSITO,LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0058,LUSTRE PRATA 4 NÍVEIS REDONDO (GRANDE),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0059,LUSTRE PRATA 13 CÚPULAS PENDURADAS COM PINGENTES,LUSTRES,NA,Loja,Setor Comercial,0,0,0
030-0060,LUSTRE PRATA COM CRISTAL 8 CÚPULAS ABAJOUR,LUSTRES,NA,Galpao,Setor 2,0,0,0
030-0061,LUSTRE PRATA CÚPULAS DE VIDRO,LUSTRES,NA,Galpao,Setor 4,0,0,0
030-0062,LUSTRE PRETO 6 CÚPULAS,LUSTRES,NA,Galpao,Setor 1,0,0,0
030-0063,LUSTRE PRETO CRISTAL 8 VELAS,LUSTRES,NA,Galpao,Setor 1,0,0,0
030-0064,LUSTRE QUADRADO PRATA (PEQUENO),LUSTRES,NA,Maison Blue,Maison Blue,1,0,0
030-0065,LUTRE MOSQUITINHO PRETO,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0066,LUSTRE CROMADO 12 CÚPULAS,LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0067,LUSTRE MARIZA PRADO CROMADO BRONZE DE 06 LÂMPADAS,LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0068,LUSTRE MARIZA PRADO CROMADO BRONZE DE 08 LÂMPADAS (MÉDIO),LUSTRES,NA,Maison Blue,Maison Blue,0,0,0
030-0069,LUSTRE PRETO FOLHAS COM PINGENTES E CÚPULAS BEGE,LUSTRES,NA,Loja,Area da Entrada,1,0,0
030-0070,LUSTRE IMPERIAL VERDE (MÉDIO),LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0071,MINI LUSTRE ESTILO IMPERIAL PRATA,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0072,LUSTRE PRATA ESTILO POLVO,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0073,LUSTRE TODO EM CRISTAL 04 NÍVEIS (PEQUENO),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0074,LUSTRE OURO,LUSTRES,NA,Galpao,Setor 3,0,0,0
030-0075,LUSTRE DOURADO MARIZA PRADO (GG),LUSTRES,NA,Loja,Area do Galpao,0,0,0
030-0076,LUSTRE EM CRISTAL ESTILO CORAÇÃO,LUSTRES,NA,Loja,Area da Entrada,0,0,0
030-0077,MINI LUSTRE PINGENTE NATALINO,LUSTRES,NA,Galpao,Setor 1,0,0,0
030-0078,LUSTRE FOLHAS COM PINGENTE,LUSTRES,NA,Galpao,Setor 2,1,0,0
031-0001,CARRINHO CHÁ EM MDF BRANCO (NO ESTADO),MESAS,NA,Loja,Area da Entrada,0,0,0
031-0002,CARRINHO DE BAR COR LARANJA (ARTEFACTO),MESAS,NA,Loja,Area da Entrada,0,0,0
031-0003,"JOGO MESINHA DE MADEIRA DE NÍVEIS (PP, P, M, G)",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0004,MESA AMARELA COM TAMPO TRANSPARENTE,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0005,MESA AUDREY PARIS BISTRÔ,MESAS,NA,Galpao,Setor 3,0,0,0
031-0006,MESA BISTRÔ AR COMPRIMIDO BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0007,MESA BISTRÔ AR COMPRIMIDO PRETA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0008,MESA BISTRÔ BAR ROCK STAR DE ALUMÍNIO,MESAS,NA,Loja,Setor Comercial,0,0,0
031-0009,MESA BISTRÔ COM LED,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0010,MESA BISTRÔ MARROM COM PÉS FOLHA ALTA,MESAS,NA,Galpao,Setor 1,0,0,0
031-0011,MESA BISTRÔ MARROM COM PÉS FOLHA BAIXA,MESAS,NA,Galpao,Setor 2,0,0,0
031-0012,MESA BRANCA EM MDF BORDA TRABALHADA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0013,MESA BRANCA EM MDF SIMPLES,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0014,MESA BRANCA PÉ DE FOLHA ALTA,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0015,MESA BRANCA PÉ DE FOLHA BAIXA,MESAS,NA,Galpao,Setor 3,0,0,0
031-0016,MESA CARRINHO MADEIRA 4 RODAS,MESAS,NA,Loja,Area do Galpao,1,0,0
031-0017,"MESA DE CENTRO ESPELHADA 1,00 x 1,00 x 4,00",MESAS,NA,Galpao,Setor 2,0,0,0
031-0018,MESA DE CENTRO BAMBU,MESAS,NA,Galpao,Setor 3,0,0,0
031-0019,"MESA DE CENTRO BRANCA TAMPO DE VIDRO 1.00 x 1,15",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0020,"MESA DE CENTRO EM MADEIRA E INOX 0,45 CM",MESAS,NA,Galpao,Setor 1,0,1,0
031-0021,"MESA DE CENTRO MADEIRA E INOX 0,80 CM",MESAS,NA,Galpao,Setor 1,0,0,0
031-0022,"MESA DE CENTRO RETANGULAR 1,20 x 0,30 x 0,40",MESAS,NA,Galpao,Setor 3,0,0,0
031-0023,"MESA DE ESCRITORIO EM VIDRO FUMÊ 2,70 x 1,20",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0024,MESA DE JANTAR DE MADEIRA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0025,"MESA DE JANTAR MARROM OVAL 2,40 x 1,20",MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0026,MESA DE JANTAR PIRAMIDE ESPELHO BRONZE,MESAS,NA,Loja,Area do Galpao,0,0,1
031-0027,MESA DE JANTAR TOSCANA  PRETA ESPELHADA,MESAS,NA,Galpao,Setor 2,0,0,0
031-0028,"MESA DE MADEIRA RETANGULAR 4,00 x 1,20",MESAS,NA,Galpao,Setor 3,0,0,0
031-0029,MESA DOURADA BONITONA 4 METROS,MESAS,NA,Galpao,Setor 2,0,0,0
031-0030,MESA EM MADEIRA MARROM REDONDA (ARTEFACTO),MESAS,NA,Galpao,Setor 2,0,0,0
031-0031,"MESA EM MADEIRA RÚSTICA 2,00 x 1,00 METROS",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0032,"MESA ESPELHADA VENEZIANA TAMPO LISO 2,20 x 1,20 x 0,80",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0033,MESA ESPELHADA VENEZIANA QUADRADA EM CIMA (PEQUENA),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0034,"MESA ESPELHADA VENEZIANA QUADRADA EM CIMA (GRANDE) 3,20 x 1,20",MESAS,NA,Galpao,Setor 3,0,0,0
031-0035,MESA ESPELHADA PÉ DE VIDRO,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0036,"MESA ESPELHADA TAMPO QUADRADO 1,37 x 0,77 x 0,40",MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0037,MESA ESPELHADA VENEZIANA QUADRADO EM CIMA,MESAS,NA,Galpao,Setor 1,0,0,0
031-0038,MESA JANTAR DAKAR REDONDA VERMELHA,MESAS,NA,Galpao,Setor 1,0,0,0
031-0039,"MESA JANTAR TOSCANA BRANCA 2,00 x 1,00 x 1,76",MESAS,NA,Loja,Area da Entrada,0,0,0
031-0040,MESA LATERAL VIENA BORDA LACA BRANCA,MESAS,NA,Loja,Area da Entrada,1,0,0
031-0041,"MESA LUIZ XV COM 1 GAVETA 1,50 x 1,50",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0042,MESA LUIZ XV GIGANTE 2 METROS,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0043,MESA MADEIRA 04 MTS.,MESAS,NA,Galpao,Setor 1,0,0,0
031-0044,MESA MARIZA PRADO REDONDA PRATA ESPELHADA,MESAS,NA,Galpao,Setor 2,0,0,0
031-0045,"MESA MARIZA PRADO REDONDA ESPELHADA DOURADA 1,10 x 1,20",MESAS,NA,Galpao,Setor 1,0,0,0
031-0046,MESA EM MDF CANTO TRABALHADO PES REDONDO,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0047,MESA OURO REDONDA (GRANDE),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0048,MESA OURO REDONDA (PEQUENA),MESAS,NA,Galpao,Setor 2,0,0,0
031-0049,MESA MARIZA PRADO PASTILHADA CREME (PEQUENA),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0050,"MESA MARIZA PRADO PASTILHADA REDONDA DOURADA 1,20 x 1,20",MESAS,NA,Loja,Area do Galpao,0,0,0
031-0051,"MESA PINUS BRANCA 1,20 x 0,60 x 0,52 CM",MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0052,"MESA PINUS BRANCA 1,96 x 0,90 x 0,87 CM",MESAS,NA,Loja,Area da Entrada,0,0,0
031-0053,MESA DAKAR PARA BOLO ESPELHADA DOURADA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0054,MESA DAKAR PARA BOLO ESPELHADA PRATEADA,MESAS,NA,Loja,Sala Alberto Serruya,0,0,0
031-0055,MESA QUADRADA DE FERRO DOURADA,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0056,MESA REDONDA DE FERRO LIMÃO,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0057,MESA REDONDA DE FERRO TRABALHADA DOURADA,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0058,MESA REDONDA EM MDF TAMPO DE VIDRO,MESAS,NA,Galpao,Setor 1,0,0,0
031-0059,MESA REDONDA TRIPÉ CROMADO TAMPO DE VIDRO,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0060,MESA REDONDA EM VIDRO PÉ CROMADO,MESAS,NA,Galpao,Setor 2,0,0,0
031-0061,"MESA TAMPO VIDRO PÉ DE  PLASTICO 1,40 x 1,40",MESAS,NA,Galpao,Setor 2,0,0,0
031-0062,"MESA TAMPO VIDRO PRETO PÉ DE PLÁSTICO QUADRADA 1,40 x 1,40",MESAS,NA,Loja,Area da Entrada,0,0,0
031-0063,MESA TAMPO PRETO QUADRADO BASE INOX QUADRADA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0064,MESA VIDRO PÉ CROMADO BRANCO (SOMENTE OS TAMPOS),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0065,MESA VIDRO PÉ CROMADO TAMPA COR DE MEL (SOMENTE OS TAMPOS),MESAS,NA,Galpao,Setor 4,0,0,0
031-0066,MESA VIDRO PÉ CROMADO TEMPO COR PRETA (SOMENTE OS TAMPOS),MESAS,NA,Loja,Area da Entrada,0,0,0
031-0067,MESA VIDRO PÉ CROMADO TRANSPARENTE (SOMENTE OS TAMPOS),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0068,MESINHA  PRETA OVAL,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0069,MESINHA AMARELA TIPO CARRINHO DE BAR,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0070,MESINHA CENTRAL DE MADEIRA E CORRENTE,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0071,MESINHA CENTRAL MEIO CINZA (ARTEFACTO),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0072,MESINHA CENTRO TAMPO VIDRO REDONDO BASE COR BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,1
031-0073,MESINHA CENTRO TAMPO VIDRO REDONDO BASE COR PRETA,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0074,MESINHA CENTRO TAMPO VIDRO REDONDO BASE EM VIME,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0075,MESINHA CENTRO PRETA ESPELHADA QUADRADA,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0076,MESINHA DE CENTRO ACRILICA PRETA,MESAS,NA,Galpao,Setor 3,0,0,0
031-0077,MESINHA DE CENTRO ACRILICA TRANSPARENTE,MESAS,NA,Armazem 500,Armazem 500,1,0,0
031-0078,MESINHA DE CENTRO,MESAS,NA,Galpao,Setor 4,0,0,0
031-0079,MESINHA DE VIDROAZUL TIFFANY COM PÉ TRABALHADO (ARTEFACTO),MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0080,MESINHA DIEGO BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0081,MESINHA DIEGO PRETA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0082,MESINHA EM COURO,MESAS,NA,Galpao,Setor 2,0,0,0
031-0083,MESINHA EM MADEIRA PÉS EM X,MESAS,NA,Galpao,Setor 2,0,0,0
031-0084,MESINHA ESPELHADA E INOX REDONDA 55 x 60,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0085,MESINHA GARRAFA DE BOLICHE,MESAS,NA,Galpao,Setor 2,0,0,0
031-0086,MESINHA THIFFANY LATERAL BRANCA COM AZUL,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0087,MESINHA LATERAL LUIZ XV,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0088,MESINHA RÚSTICA DE FERRO,MESAS,NA,Galpao,Setor 3,0,0,0
031-0089,MESINHA MDF BRANCA,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0090,MESINHA MDF BRANCA,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0091,MESINHA MDF BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0092,MESINHA VENEZIANA QUADRADA,MESAS,NA,Galpao,Setor 2,0,0,0
031-0093,MESINHA WOOD,MESAS,NA,Galpao,Setor 3,0,0,0
031-0094,MESA REDONDA PRETA,MESAS,NA,Galpao,Setor 1,0,0,0
031-0095,MESA DE CENTRO PRETA RETANGULAR,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0096,MESA DE JANTAR TAMPO DE VIDRO TRANSPARENTE COM PÉ PRETO,MESAS,NA,Galpao,Setor 3,0,0,0
031-0097,MESINHA LATERAL QUADRADA TAMPO DE VIDRO BRANCA,MESAS,NA,Galpao,Setor 3,0,0,0
031-0098,MESINHA REDONDA LATERAL TAMPO LARANJA COM PÉ EM MADEIRA,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0099,MESINHA LATERAL QUADRADA TAMPO DE VIDRO VERDE ÁGUA,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0100,MESINHA LATERAL QUADRADA TAMPO DE VIDRO MARFIM,MESAS,NA,Galpao,Setor 3,0,0,0
031-0101,MESA LATERAL ESTILHO BISTRÔ,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0102,MESA LATERAL TAMPO PRETO EM MADEIRA PÉ CROMADO,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0103,MESA DE CENTRO EM VIDRO NA COR VERDE,MESAS,NA,Galpao,Setor 3,0,0,0
031-0104,MESA DE CENTRO EM VIDRO NA COR MARROM,MESAS,NA,Galpao,Setor 2,0,0,0
031-0105,MESINHA LATERAL QUADRADA TAMPO DE VIDRO FUMÊ,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0106,MESA DE CENTRO OVAL EM VIDRO NA COR PRETA,MESAS,NA,Galpao,Setor 3,0,0,0
031-0107,MESA DE CENTRO OVAL EM VIDRO NA COR CINZA CLARO,MESAS,NA,Galpao,Setor 3,0,0,0
031-0108,MESINHA LATERAL EM MDF COR BEGE,MESAS,NA,Galpao,Setor 2,0,0,0
031-0109,MESA DE CENTRO QUADRADA EM VIDRO BRANCA,MESAS,NA,Galpao,Setor 4,0,0,0
031-0110,MESA DE CENTRO RETANGULAR EM VIDRO BRANCA,MESAS,NA,Galpao,Setor 2,0,0,0
031-0111,MESINHA LATERAL EM MADEIRA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0112,MESA LATERAL EM MADEIRA COM TAMPO DE VIDRO,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0113,MESINHA LATERAL EM MADEIRA PRETA COM DETALHE DO PÉ EM VIDRO,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0114,MESINHA LATERAL QUADRADA BRANCA,MESAS,NA,Loja,Setor Comercial,0,0,0
031-0115,MESINHA LATERAL QUADRADA VERMELHA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0116,MESINHA LATERAL PRETA PÉ TRANÇADO,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0117,MESINHA LATERAL EM MDF BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0118,MESINHA DE CENTRO BAIXA EM MADEIRA,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0119,MESA DE JANTAR TAMPO EM VIDRO PRETO COM BASE BRANCA,MESAS,NA,Galpao,Setor 4,0,0,0
031-0120,MESA DE JANTAR TAMPO EM MADEIRA COM BASE BRANCA,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0121,MESA DE CENTRO PRETA COM TAMPO ESPELHADO,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0122,MESA DE JANTAR COM TAMPO EM VIDRO CINZA COM BASE PRETA EM MADEIRA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0123,MESA DE JANTAR EM VIDRO NA COR CINZA QUADRADA,MESAS,NA,Loja,Area do Galpao,1,0,0
031-0124,MESA DE JANTAR EM VIDRO NA COR BEGE COM PÉS TRANÇADOS,MESAS,NA,Galpao,Setor 2,0,0,0
031-0125,MESA EM VIDRO BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0126,MESA CENTRO EM VIDRO PRETA (MÉDIA),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0127,MESA REDONDA DE VIDRO PRETA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0128,MESA DE JANTAR EM VIDRO PRETA RETANGULAR,MESAS,NA,Galpao,Setor 2,0,0,0
031-0129,MESA DE CENTRO OVAL EM MÁRMORE BRANCO,MESAS,NA,Galpao,Setor 1,0,0,0
031-0130,MESINHA LATERAL COR BEGE EM VIDRO,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0131,MESINHA LATERAL EM MADEIRA BRANCA COM PÉ TRANÇADO,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0132,MESA DE CENTRO EM MADEIRA RETANGULAR BRANCA,MESAS,NA,Loja,Area da Entrada,0,1,0
031-0133,MESA LATERAL EM MDF BRANCA,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0134,MESA LATERAL EM MDF BEGE,MESAS,NA,Loja,Area do Galpao,1,0,0
031-0135,MESA EM “L” EM MADEIRA COR BRANCA,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0136,MESINHA EM VIME DE ARMAR,MESAS,NA,Galpao,Setor 1,0,0,0
031-0137,MESA DE JANTAR RETANGULAR PRETA (GRANDE),MESAS,NA,Galpao,Setor 3,0,0,0
031-0138,MESA DE JANTAR QUADRADA PRETA (GRANDE),MESAS,NA,Galpao,Setor 3,0,0,0
031-0139,MESINHA  LATERAL EM MADEIRA COM PÉ DE FERRO,MESAS,NA,Galpao,Setor 3,1,0,0
031-0140,MESA DE JANTAR EM MADEIRA PRETA,MESAS,NA,Loja,Setor Comercial,0,0,0
031-0141,MESA DE JANTAR,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0142,QUADRADA EM MADEIRA COM VIDRO DO MEIO,MESAS,NA,Armazem 500,Armazem 500,1,0,1
031-0143,MESA DE CENTRO REDONDA EM VIME COM TAMPO DE VIDRO TRANSPARENTE,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0144,MESA DE JANTAR EM MADEIRA E PÉ BRANCO TRABALHADO,MESAS,NA,Armazem 500,Armazem 500,0,0,0
031-0145,MESA DE CENTRO EM VIDRO COR BRANCO,MESAS,NA,Galpao,Setor 3,0,0,0
031-0146,MESA DE CENTRO QUADRADA EM VIDRO BRANCA,MESAS,NA,Galpao,Setor 3,0,0,0
031-0147,MESINHA LATERAL EM MADEIRA (REDONDA),MESAS,NA,Loja,Area do Galpao,0,0,0
031-0148,MESINHA CONJUGADA COM LUMINÁRIA COR BEGE,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0149,MESINHA TODA PRATEADA COM ESPELHO NO MEIO,MESAS,NA,Galpao,Setor 3,0,0,0
031-0150,MESINHA DE FERRO COM TAMPO DE PEDRA TRABALHADA,MESAS,NA,Galpao,Setor 1,0,0,0
031-0151,MINI MESINHA CROMADA 20 x 28,MESAS,NA,Loja,Area do Galpao,0,0,0
031-0152,MINI MESINHA CROMADA 27 x 33,MESAS,NA,Loja,Area da Entrada,0,0,0
031-0153,MINI MESINHA CROMADA 30 x 38,MESAS,NA,Maison Blue,Maison Blue,0,0,0
031-0154,MESA RETANGULAR DE CENTRO NA COR BRANCA (BAIXA),MESAS,NA,Armazem 500,Armazem 500,0,0,0
032-0001,POLTRONA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area da Entrada,0,0,0
032-0002,MESA DE BAR QUADRADA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 2,0,0,0
032-0003,MESA DE BAR REDONDA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Maison Blue,Maison Blue,1,0,0
032-0004,BALDE DE GELO MÉDIO COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 2,0,0,0
032-0005,BALDE DE GELO PEQUENO COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 1,0,0,0
032-0006,SESSÃO CURVA DE BAR COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area do Galpao,0,0,0
032-0007,CHAMPANHEIRA DE PÉ COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 1,0,0,0
032-0008,MESA COM ILUMINAÇÃO COM VIDRO TEMPERADO,MOBILIÁRIO DE LED,NA,Maison Blue,Maison Blue,0,0,0
032-0009,MESINHA DE CENTRO COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area do Galpao,0,0,0
032-0010,PRATELEIRA PARA BAR OU COOLER COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area da Entrada,0,0,0
032-0011,PUFF CURVADO COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area da Entrada,0,0,0
032-0012,TORRE COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Armazem 500,Armazem 500,0,0,0
032-0013,MESA BISTRÔ COM ILUMINAÇÃO (ALTA),MOBILIÁRIO DE LED,NA,Loja,Area do Galpao,0,0,0
032-0014,MESA BISTRÔ COM ILUMINAÇÃO (BAIXA),MOBILIÁRIO DE LED,NA,Loja,Area do Galpao,0,0,0
032-0015,SESSÃO RETA DE BAR,MOBILIÁRIO DE LED,NA,Galpao,Setor 2,0,0,0
032-0016,VASO DE FLORES QUADRADO  COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 2,0,0,0
032-0017,BOLA GRANDE COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 3,0,0,0
032-0018,BOLA MÉDIA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Galpao,Setor 2,0,0,0
032-0019,BOLA PEQUENA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Maison Blue,Maison Blue,0,0,0
032-0020,BOLA MÉDIA COM ILUMINAÇÃO,MOBILIÁRIO DE LED,NA,Loja,Area do Galpao,0,0,0
033-0001,NAMORADEIRA CREME TECIDO BEGE FLORIDO,NAMORADEIRA,NA,Loja,Area do Galpao,0,0,0
033-0002,NAMORADEIRA D. PEDRO DOURADA,NAMORADEIRA,NA,Galpao,Setor 4,1,0,0
033-0003,NAMORADEIRA DOURADA TECIDO PRETO,NAMORADEIRA,NA,Loja,Area do Galpao,0,0,0
033-0004,NAMORADEIRA MADEIRA TECIDO BEGE FLORIDO,NAMORADEIRA,NA,Maison Blue,Maison Blue,0,0,0
033-0005,NAMORADEIRA MARIZA PRADO DOURADA PÉ DE FERRO,NAMORADEIRA,NA,Loja,Area do Galpao,0,0,0
033-0006,NAMORADEIRA PRATA COM TECIDO PRATA,NAMORADEIRA,NA,Loja,Sala Alberto Serruya,1,0,0
033-0007,NAMORADEIRA EM MADEIRA FORMATO DA LETRA “S”,NAMORADEIRA,NA,Galpao,Setor 1,0,0,0
034-0001,BALDE ANTIGO DE CRISTAL,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,1,0,0
034-0002,BALDE DE GELO (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0003,BALDE DE GELO (PEQUENO),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 3,1,0,0
034-0004,BOMBONIERE TENDA (TAMPA QUEBRADA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0005,BOMBONIERE CRISTAL 3 PÉS (SEM TAMPA),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0006,BOMBONIERE CRISTAL PÉ SEXTAVADO (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0007,BOMBONIERE EM CRISTAL ESTILO BORBOLETA (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0008,BOMBONIERE EM CRISTAL TIPO TENDA (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0009,BOMBONIERE EM CRISTAL (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0010,BOMBONIERE DE CRISTAL ESTILO ABÓBORA SEM TAMPA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0011,BOMBONIERE DE CRISTAL TRIPÉ (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0012,BOMBONIERE EM CRISTAL (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0013,BOMBONIERE COM TAMPA VÁRIAS CORES VB. 6491,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0014,BOMBONIERE TIPO TENDA (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 1,0,0,0
034-0015,CAIXA CRISTAL QUADRADA (PEQUENA) 10 x 10,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0016,CINZEIRO DE CRISTAL ANTIGO,PEÇAS EM CRISTAL VARIADAS,NA,Armazem 500,Armazem 500,0,0,0
034-0017,COMPOTEIRA EM CRISTAL (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0018,COMPOTEIRA EM CRISTAL SAINT LOUIS,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Setor Comercial,0,0,0
034-0019,COQUETELEIRA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0020,CÚPULA DE VIDRO,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0021,DECANTER DE VIDRO,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0022,GARRAFA AVENCA ALTA PINGENTE PRATEADO,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
